Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,2,PROD,1160253C-X512D,PL 3/8 x 2 x 2'-5 1/8,HS02,Q,D-1160253-14849
EA,2,PROD,1160253C-X512F,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14350
EA,1,PROD,1160253C-X512F,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14523
EA,2,PROD,1160253C-X512F,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14550
EA,2,PROD,1160253C-X512F,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14650
EA,1,PROD,1160253C-X512G,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14323
EA,2,PROD,1160253C-X512G,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14350
EA,2,PROD,1160253C-X512G,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14550
EA,1,PROD,1160253C-X512G,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14623
EA,2,PROD,1160253C-X512G,PL 3/8 x 2 x 1'-2 1/4,HS02,Q,D-1160253-14650
EA,2,PROD,1160253C-X512H,PL 3/8 x 2 x 2'-5 1/8,HS02,Q,D-1160253-14350
EA,2,PROD,1160253C-X512H,PL 3/8 x 2 x 2'-5 1/8,HS02,Q,D-1160253-14550
EA,2,PROD,1160253C-X512H,PL 3/8 x 2 x 2'-5 1/8,HS02,Q,D-1160253-14650
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14169
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14196
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14396
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14696
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14875
EA,1,PROD,1160253C-X512K,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14901
EA,1,PROD,1160253C-X512M,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14169
EA,1,PROD,1160253C-X512M,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14196
EA,1,PROD,1160253C-X512M,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14596
EA,1,PROD,1160253C-X512M,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14875
EA,1,PROD,1160253C-X512M,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14901
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14169
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14196
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14396
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14596
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14696
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14875
EA,1,PROD,1160253C-X512N,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14901
EA,1,PROD,1160253C-X512P,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14373
EA,1,PROD,1160253C-X512P,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14573
EA,1,PROD,1160253C-X512P,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14596
EA,1,PROD,1160253C-X512P,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14673
EA,1,PROD,1160253C-X512S,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14373
EA,1,PROD,1160253C-X512S,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14396
EA,1,PROD,1160253C-X512S,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14573
EA,1,PROD,1160253C-X512S,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14673
EA,1,PROD,1160253C-X512S,PL 3/8 x 2 x 1'-3 3/8,HS02,Q,D-1160253-14696
EA,1,PROD,1160253C-X512T,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14373
EA,1,PROD,1160253C-X512T,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14573
EA,1,PROD,1160253C-X512T,PL 3/8 x 2 x 2'-7 3/8,HS02,Q,D-1160253-14673
EA,4,PROD,1160253C-X514C,PL 1 3/8 x 15 1/4 x 9'-5,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X515B,PL 1 3/8 x 54 1/2 x 9'-5,HS02,Q,D-1160253-14993
EA,2,PROD,1160253C-X516A,PL 5/8 x 44 x 8'-7 3/16,HS02,Q,D-1160253-14927
EA,1,PROD,1160253C-X516B,PL 1 x 54 1/2 x 9'-5,HS02,Q,D-1160253-14993
EA,2,PROD,1160253C-X517C,PL 2 1/4 x 26 x 4'-5,HS01,Q,D-1160253-14993
EA,3,PROD,1160253C-X517D,PL 1 3/4 x 24 x 4'-5,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X518C,PL 1 3/4 x 53 x 6'-11 7/16,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X518G,PL 1 3/4 x 53 x 2'-3 1/2,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X519A,PL 1 3/4 x 53 x 6'-11 1/2,HS01,Q,D-1160253-14993
EA,3,PROD,1160253C-X519B,PL 1 3/4 x 53 x 6'-11,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X519C,PL 1 3/4 x 53 x 2'-3 11/16,HS01,Q,D-1160253-14993
EA,3,PROD,1160253C-X519D,PL 1 3/4 x 53 x 2'-4 13/16,HS01,Q,D-1160253-14993
EA,2,PROD,1160253C-X521A,PL 3/4 x 31 1/4 x 8'-10,HS02,Q,D-1160253-14993
EA,2,PROD,1160253C-X521B,PL 3/4 x 31 1/4 x 8'-10,HS02,Q,D-1160253-14993
EA,3,PROD,1160253C-X521C,PL 3/4 x 31 1/4 x 8'-10,HS02,Q,D-1160253-14993
EA,3,PROD,1160253C-X521D,PL 3/4 x 31 1/4 x 8'-10,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X522G,PL 1 5/16 x 26 x 5'-0,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X522H,PL 1 3/4 x 26 x 5'-0,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X522K,PL 2 1/8 x 24 x 5'-0,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X522M,PL 2 1/8 x 24 x 5'-0,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X522N,PL 2 1/8 x 24 x 5'-0,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X523C,PL 3/4 x 32 x 0'-11 3/4,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X523D,PL 3/4 x 32 x 0'-11 3/4,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X523M,PL 3/4 x 32 x 0'-11 3/8,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X523N,PL 3/4 x 32 x 0'-11 3/8,HS02,Q,D-1160253-14993
EA,4,PROD,1160253C-X523T,PL 3/4 x 32 x 0'-11 5/16,HS02,Q,D-1160253-14993
EA,4,PROD,1160253C-X523W,PL 3/4 x 32 x 0'-11 7/16,HS02,Q,D-1160253-14993
EA,1,PROD,1160253C-X524A,PL 5/8 x 57 x 9'-8,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X524B,PL 5/8 x 57 x 9'-8 3/16,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X524C,PL 5/8 x 45 x 8'-10,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525A,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525A,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525A,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525A,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X525AA,PL 5/8 x 45 x 8'-10 3/16,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525B,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525B,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525B,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525B,PL 3/8 x 4 1/2 x 5'-3 5/8,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X525F,PL 3/8 x 1 1/2 x 0'-4,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525F,PL 3/8 x 1 1/2 x 0'-4,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525F,PL 3/8 x 1 1/2 x 0'-4,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525F,PL 3/8 x 1 1/2 x 0'-4,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X525G,PL 3/8 x 4 5/8 x 3'-4,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525G,PL 3/8 x 4 5/8 x 3'-4,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525G,PL 3/8 x 4 5/8 x 3'-4,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525G,PL 3/8 x 4 5/8 x 3'-4,HS01,Q,D-1160253-15026
EA,4,PROD,1160253C-X525K,PL 1/4 x 1 3/8 x 0'-1 3/8,HS01,Q,D-1160253-14927
EA,4,PROD,1160253C-X525K,PL 1/4 x 1 3/8 x 0'-1 3/8,HS01,Q,D-1160253-14960
EA,4,PROD,1160253C-X525K,PL 1/4 x 1 3/8 x 0'-1 3/8,HS01,Q,D-1160253-14993
EA,4,PROD,1160253C-X525K,PL 1/4 x 1 3/8 x 0'-1 3/8,HS01,Q,D-1160253-15026
EA,2,PROD,1160253C-X525M,PL 1/2 x 3 1/4 x 0'-4,HS01,Q,D-1160253-14927
EA,2,PROD,1160253C-X525M,PL 1/2 x 3 1/4 x 0'-4,HS01,Q,D-1160253-14960
EA,2,PROD,1160253C-X525M,PL 1/2 x 3 1/4 x 0'-4,HS01,Q,D-1160253-14993
EA,2,PROD,1160253C-X525M,PL 1/2 x 3 1/4 x 0'-4,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X525N,PL 1/2 x 1 3/4 x 0'-2,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525N,PL 1/2 x 1 3/4 x 0'-2,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525N,PL 1/2 x 1 3/4 x 0'-2,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525N,PL 1/2 x 1 3/4 x 0'-2,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X525S,PL 1/2 x 1 3/4 x 0'-7,HS01,Q,D-1160253-14927
EA,1,PROD,1160253C-X525S,PL 1/2 x 1 3/4 x 0'-7,HS01,Q,D-1160253-14960
EA,1,PROD,1160253C-X525S,PL 1/2 x 1 3/4 x 0'-7,HS01,Q,D-1160253-14993
EA,1,PROD,1160253C-X525S,PL 1/2 x 1 3/4 x 0'-7,HS01,Q,D-1160253-15026
EA,1,PROD,1160253C-X526A,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14223
EA,1,PROD,1160253C-X526AA,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14350
EA,1,PROD,1160253C-X526AB,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14373
EA,1,PROD,1160253C-X526AC,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14373
EA,1,PROD,1160253C-X526AD,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14396
EA,1,PROD,1160253C-X526AF,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14396
EA,1,PROD,1160253C-X526AG,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14523
EA,1,PROD,1160253C-X526AH,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14523
EA,1,PROD,1160253C-X526AK,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14550
EA,1,PROD,1160253C-X526AM,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14550
EA,1,PROD,1160253C-X526AN,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14550
EA,1,PROD,1160253C-X526AP,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14550
EA,1,PROD,1160253C-X526AS,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14623
EA,1,PROD,1160253C-X526AT,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14623
EA,1,PROD,1160253C-X526AW,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14650
EA,1,PROD,1160253C-X526AY,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14650
EA,1,PROD,1160253C-X526B,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14223
EA,1,PROD,1160253C-X526BA,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14650
EA,1,PROD,1160253C-X526BB,PL 1 x 71 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14650
EA,1,PROD,1160253C-X526BC,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14573
EA,1,PROD,1160253C-X526BD,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14573
EA,1,PROD,1160253C-X526BF,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14596
EA,1,PROD,1160253C-X526BG,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14596
EA,1,PROD,1160253C-X526BH,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14673
EA,1,PROD,1160253C-X526BK,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14673
EA,1,PROD,1160253C-X526BM,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14696
EA,1,PROD,1160253C-X526BN,PL 1 x 70 1/2 x 2'-6 7/8,HS01,Q,D-1160253-14696
EA,1,PROD,1160253C-X526C,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14250
EA,1,PROD,1160253C-X526D,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14250
EA,1,PROD,1160253C-X526F,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14250
EA,1,PROD,1160253C-X526G,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14250
EA,1,PROD,1160253C-X526H,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14273
EA,1,PROD,1160253C-X526K,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14273
EA,1,PROD,1160253C-X526M,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14296
EA,1,PROD,1160253C-X526N,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14296
EA,1,PROD,1160253C-X526P,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14323
EA,1,PROD,1160253C-X526S,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14323
EA,1,PROD,1160253C-X526T,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14350
EA,1,PROD,1160253C-X526W,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14350
EA,1,PROD,1160253C-X526Y,PL 3/4 x 69 x 2'-1 5/8,HS01,Q,D-1160253-14350
EA,9,PROD,1160253C-X601K,PL 3/4 x 9 1/2 x 4'-8,HS01,Q,D-1160253-15678
EA,4,PROD,1160253C-X701C,PL 3/4 x 7 1/2 x 4'-8,HS01,Q,D-1160253-16102
EA,1,PROD,1160275A-G2A-T2,PL 3 1/2 x 22 x 42'-8,HS01,Q,D-1160275-10250
EA,1,PROD,1160275A-G2A-T3,PL 3 1/2 x 22 x 22'-0 1/2,HS01,Q,D-1160275-10250
EA,5,PROD,1160302A-M1A,PL 1/2 x 21 x 1'-3,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M1B,PL 1/2 x 21 x 1'-3,HS01,Q,S-1160302-2-02-3-10
EA,5,PROD,1160302A-M1C,PL 1/2 x 18 x 1'-3,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M1D,PL 1/2 x 18 x 1'-3,HS01,Q,S-1160302-2-01-3-10
EA,10,PROD,1160302A-M1F,PL 1/2 x 15 x 1'-3 1/2,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M1G,PL 1/2 x 15 x 1'-3 1/2,HS01,Q,S-1160302-2-02-3-10
EA,10,PROD,1160302A-M1H,PL 1/2 x 12 x 1'-3 1/2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M1K,PL 1/2 x 12 x 1'-3 1/2,HS01,Q,S-1160302-2-01-3-10
EA,5,PROD,1160302A-M1M,PL 1/2 x 21 x 1'-3,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M2A,PL 1/2 x 21 x 1'-3,HS01,Q,S-1160302-2-02-3-10
EA,5,PROD,1160302A-M2AA,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M2AB,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M2AC,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,5,PROD,1160302A-M2B,PL 1/2 x 18 x 1'-3,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M2C,PL 1/2 x 18 x 1'-3,HS01,Q,S-1160302-2-01-3-10
EA,10,PROD,1160302A-M2D,PL 1/2 x 15 x 1'-3 1/2,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M2F,PL 1/2 x 15 x 1'-3 1/2,HS01,Q,S-1160302-2-02-3-10
EA,10,PROD,1160302A-M2G,PL 1/2 x 12 x 1'-3 1/2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M2H,PL 1/2 x 12 x 1'-3 1/2,HS01,Q,S-1160302-2-01-3-10
EA,5,PROD,1160302A-M2K,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,10,PROD,1160302A-M2M,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,5,PROD,1160302A-M2N,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M2P,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,10,PROD,1160302A-M2S,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M2S,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M2T,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M2W,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,5,PROD,1160302A-M2Y,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,10,PROD,1160302A-M3A,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3AA,PL 1/2 x 21 x 1'-1,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3AB,PL 1/2 x 18 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,10,PROD,1160302A-M3B,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M3B,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M3C,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M3D,PL 1/2 x 21 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3F,PL 1/2 x 21 x 1'-1,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3G,PL 1/2 x 18 x 1'-2,HS01,Q,S-1160302-2-01-3-10
EA,7,PROD,1160302A-M3H,PL 1/2 x 18 x 1'-1 3/4,HS01,Q,S-1160302-2-01-3-10
EA,27,PROD,1160302A-M3K,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,35,PROD,1160302A-M3K,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3M,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M3N,PL 1/2 x 15 1/2 x 1'-1 3/4,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M3P,PL 1/2 x 15 1/2 x 1'-1 3/4,HS01,Q,S-1160302-2-02-3-10
EA,61,PROD,1160302A-M3S,PL 1/2 x 15 1/2 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,55,PROD,1160302A-M3T,PL 1/2 x 15 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M3W,PL 1/2 x 12 1/2 x 1'-1 3/4,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M3Y,PL 1/2 x 21 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,7,PROD,1160302A-M4A,PL 1/2 x 18 x 1'-1 3/4,HS01,Q,S-1160302-2-01-3-10
EA,27,PROD,1160302A-M4B,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,35,PROD,1160302A-M4B,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M4C,PL 1/2 x 18 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M4D,PL 1/2 x 15 3/4 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,61,PROD,1160302A-M4F,PL 1/2 x 15 1/2 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M4G,PL 1/2 x 15 x 1'-1 1/2,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M4H,PL 1/2 x 15 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,55,PROD,1160302A-M4K,PL 1/2 x 15 x 1'-1 1/2,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M4M,PL 1/2 x 9 1/2 x 1'-0 3/4,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M4M,PL 1/2 x 9 1/2 x 1'-0 3/4,HS01,Q,S-1160302-2-02-3-10
EA,93,PROD,1160302A-M4N,PL 1/2 x 9 x 1'-0 1/2,HS01,Q,S-1160302-2-01-3-10
EA,100,PROD,1160302A-M4N,PL 1/2 x 9 x 1'-0 1/2,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M4P,PL 1/2 x 9 x 1'-2,HS01,Q,S-1160302-2-02-3-10
EA,97,PROD,1160302A-M4S,PL 1/2 x 9 x 1'-0 1/2,HS01,Q,S-1160302-2-01-3-10
EA,100,PROD,1160302A-M4S,PL 1/2 x 9 x 1'-0 1/2,HS01,Q,S-1160302-2-02-3-10
EA,7,PROD,1160302A-M4T,PL 1/2 x 15 1/2 x 1'-7,HS01,Q,S-1160302-2-01-3-10
EA,7,PROD,1160302A-M4W,PL 1/2 x 15 1/2 x 1'-7,HS01,Q,S-1160302-2-02-3-10
EA,14,PROD,1160302A-M4Y,PL 1/2 x 15 x 2'-9,HS01,Q,S-1160302-2-01-3-10
EA,14,PROD,1160302A-M5A,PL 1/2 x 15 x 2'-6,HS01,Q,S-1160302-2-02-3-10
EA,4,PROD,1160302A-M5B,PL 1/2 x 15 x 2'-3,HS01,Q,S-1160302-2-01-3-10
EA,2,PROD,1160302A-M5C,PL 1/2 x 15 x 2'-2,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-M5D,PL 1/2 x 15 x 2'-1,HS01,Q,S-1160302-2-02-3-10
EA,17,PROD,1160302A-M5F,PL 1/2 x 15 x 2'-0,HS01,Q,S-1160302-2-01-3-10
EA,9,PROD,1160302A-M5F,PL 1/2 x 15 x 2'-0,HS01,Q,S-1160302-2-02-3-10
EA,55,PROD,1160302A-M5G,PL 1/2 x 15 x 2'-0,HS01,Q,S-1160302-2-01-3-10
EA,61,PROD,1160302A-M5H,PL 1/2 x 15 x 2'-0,HS01,Q,S-1160302-2-02-3-10
EA,6,PROD,1160302A-M5K,PL 1/2 x 15 x 1'-9,HS01,Q,S-1160302-2-01-3-10
EA,10,PROD,1160302A-M5K,PL 1/2 x 15 x 1'-9,HS01,Q,S-1160302-2-02-3-10
EA,16,PROD,1160302A-M5M,PL 1/2 x 15 x 1'-7,HS01,Q,S-1160302-2-02-3-10
EA,15,PROD,1160302A-M5N,PL 1/2 x 14 3/4 x 1'-7,HS01,Q,S-1160302-2-01-3-10
EA,4,PROD,1160302A-M5N,PL 1/2 x 14 3/4 x 1'-7,HS01,Q,S-1160302-2-02-3-10
EA,2,PROD,1160302A-X1F,PL 1 1/4 x 7 x 5'-6 3/4,HS01,Q,S-1160302-2-02-3-01
EA,4,PROD,1170041A-Z3D,PL 11/16 x 7 1/2 x 2'-4 5/16,HS01,Q,S-1170041-2-01-3-04
EA,2,PROD,1170041A-Z3F,PL 11/16 x 7 1/2 x 2'-4 3/8,HS01,Q,S-1170041-2-01-3-04
EA,2,PROD,1170041A-Z3G,PL 11/16 x 7 1/2 x 2'-4 3/8,HS01,Q,S-1170041-2-01-3-04
EA,2,PROD,1170041A-Z3K,PL 11/16 x 7 1/2 x 2'-4 5/16,HS01,Q,S-1170041-2-01-3-04
EA,5,PROD,1170041A-Z3P,PL 1/2 x 7 1/2 x 2'-4 5/16,HS01,Q,S-1170041-2-01-3-04
EA,5,PROD,1170041A-Z3T,PL 1/2 x 7 1/2 x 2'-4 5/16,HS01,Q,S-1170041-2-01-3-04
EA,5,PROD,1170041A-Z3Y,PL 1/2 x 7 1/2 x 2'-4 5/16,HS01,Q,S-1170041-2-01-3-04
EA,42,PROD,1170062B-M1T,PL 1/2 x 6 x 1'-1 3/4,HS01,Q,D-1170062-11017
EA,6,PROD,1170062B-M1Y,PL 1/2 x 15 x 1'-9 1/2,HS01,Q,D-1170062-11011
EA,42,PROD,1170062B-M1Y,PL 1/2 x 15 x 1'-9 1/2,HS01,Q,D-1170062-11017
