Processing Status,Material,Material Description,Plant,Storage Location,Movement type,Qty in unit of entry,Unit of Entry,Order,Message Number,Created On,Error date,WBS Element,Error Text
,1180082A-G2B-B1,PL 1 x 18 x 59'-0,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-B1 of this material does not exist
,1180082A-G2B-B2,PL 1 1/2 x 18 x 59'-11 15/16,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-B2 of this material does not exist
,1180082A-G2B-T1,PL 1 x 18 x 59'-0 7/8,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-T1 of this material does not exist
,1180082A-G2B-T2,PL 1 1/2 x 18 x 59'-11 1/16,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-T2 of this material does not exist
,1180082A-G2B-W1,PL 5/8 x 58 x 60'-11 15/16,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-W1 of this material does not exist
,1180082A-G2B-W2,PL 5/8 x 58 x 58'-0 1/16,HS01,PROD,261,1,EA,1000659013,076,3/8/2019,3/8/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G2B-W2 of this material does not exist
,1180082A-G3B-B1,PL 1 x 18 x 58'-11 15/16,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-B1 of this material does not exist
,1180082A-G3B-B2,PL 1 1/2 x 18 x 60'-0,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-B2 of this material does not exist
,1180082A-G3B-T1,PL 1 x 18 x 59'-0 5/8,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-T1 of this material does not exist
,1180082A-G3B-T2,PL 1 1/2 x 18 x 59'-11 3/16,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-T2 of this material does not exist
,1180082A-G3B-W1,PL 5/8 x 58 x 60'-11 7/8,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-W1 of this material does not exist
,1180082A-G3B-W2,PL 5/8 x 58 x 58'-0 1/16,HS01,PROD,261,1,EA,1000659019,076,3/14/2019,3/14/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G3B-W2 of this material does not exist
,1180082A-G4B-B1,PL 1 x 18 x 58'-11 15/16,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-B1 of this material does not exist
,1180082A-G4B-B2,PL 1 1/2 x 18 x 59'-11 15/16,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-B2 of this material does not exist
,1180082A-G4B-T1,PL 1 x 18 x 59'-0 9/16,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-T1 of this material does not exist
,1180082A-G4B-T2,PL 1 1/2 x 18 x 59'-11 1/8,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-T2 of this material does not exist
,1180082A-G4B-W1,PL 5/8 x 58 x 60'-11 15/16,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-W1 of this material does not exist
,1180082A-G4B-W2,PL 5/8 x 58 x 58'-0,HS01,PROD,261,1,EA,1000659025,076,3/13/2019,3/13/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G4B-W2 of this material does not exist
,1180082A-G5B-B1,PL 1 x 18 x 58'-11 15/16,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-B1 of this material does not exist
,1180082A-G5B-B2,PL 1 1/2 x 18 x 59'-11 15/16,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-B2 of this material does not exist
,1180082A-G5B-T1,PL 1 x 18 x 59'-0 7/16,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-T1 of this material does not exist
,1180082A-G5B-T2,PL 1 1/2 x 18 x 59'-11 1/16,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-T2 of this material does not exist
,1180082A-G5B-W1,PL 5/8 x 58 x 60'-11 15/16,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-W1 of this material does not exist
,1180082A-G5B-W2,PL 5/8 x 58 x 58'-0,HS01,PROD,261,1,EA,1000659031,076,3/12/2019,3/12/2019,D-1180082-10289,Special stock PROD Q D-1180082-10289 1180082A-G5B-W2 of this material does not exist
,1180082B-G1A-B1,PL 1 x 18 x 39'-11 13/16,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-B1 of this material does not exist
,1180082B-G1A-B2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-B2 of this material does not exist
,1180082B-G1A-B3,PL 1 1/2 x 18 x 60'-0 1/16,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-B3 of this material does not exist
,1180082B-G1A-T1,PL 1 x 18 x 40'-0 3/8,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-T1 of this material does not exist
,1180082B-G1A-T2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-T2 of this material does not exist
,1180082B-G1A-T3,PL 1 1/2 x 18 x 60'-1 1/4,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-T3 of this material does not exist
,1180082B-G1A-W1,PL 5/8 x 58 x 78'-6 3/16,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-W1 of this material does not exist
,1180082B-G1A-W2,PL 5/8 x 58 x 70'-1 1/2,HS02,PROD,261,1,EA,1000660974,076,3/9/2019,3/9/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G1A-W2 of this material does not exist
,1180082B-G1B-B1,PL 1 x 18 x 59'-0 9/16,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-B1 of this material does not exist
,1180082B-G1B-B2,PL 1 1/2 x 18 x 60'-0 5/16,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-B2 of this material does not exist
,1180082B-G1B-T1,PL 1 x 18 x 58'-11 1/16,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-T1 of this material does not exist
,1180082B-G1B-T2,PL 1 1/2 x 18 x 60'-2 13/16,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-T2 of this material does not exist
,1180082B-G1B-W1,PL 5/8 x 58 x 61'-0 7/8,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-W1 of this material does not exist
,1180082B-G1B-W2,PL 5/8 x 58 x 58'-1,HS02,PROD,261,1,EA,1000660975,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G1B-W2 of this material does not exist
,1180082B-G1C-B1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-B1 of this material does not exist
,1180082B-G1C-B2,PL 1 x 18 x 38'-0 3/4,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-B2 of this material does not exist
,1180082B-G1C-T1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-T1 of this material does not exist
,1180082B-G1C-T2,PL 1 x 18 x 37'-10 13/16,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-T2 of this material does not exist
,1180082B-G1C-W1,PL 5/8 x 58 x 50'-1 1/8,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-W1 of this material does not exist
,1180082B-G1C-W2,PL 5/8 x 58 x 40'-0 1/16,HS02,PROD,261,1,EA,1000660976,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G1C-W2 of this material does not exist
,1180082B-G2A-B1,PL 1 x 18 x 39'-11 13/16,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-B1 of this material does not exist
,1180082B-G2A-B2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-B2 of this material does not exist
,1180082B-G2A-B3,PL 1 1/2 x 18 x 60'-0 1/16,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-B3 of this material does not exist
,1180082B-G2A-T1,PL 1 x 18 x 40'-0 3/8,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-T1 of this material does not exist
,1180082B-G2A-T2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-T2 of this material does not exist
,1180082B-G2A-T3,PL 1 1/2 x 18 x 60'-1 1/4,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-T3 of this material does not exist
,1180082B-G2A-W1,PL 5/8 x 58 x 78'-6 3/16,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-W1 of this material does not exist
,1180082B-G2A-W2,PL 5/8 x 58 x 70'-1 3/8,HS02,PROD,261,1,EA,1000660977,076,3/5/2019,3/5/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G2A-W2 of this material does not exist
,1180082B-G2B-B1,PL 1 x 18 x 59'-0 9/16,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-B1 of this material does not exist
,1180082B-G2B-B2,PL 1 1/2 x 18 x 60'-0 5/16,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-B2 of this material does not exist
,1180082B-G2B-T1,PL 1 x 18 x 58'-11 1/16,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-T1 of this material does not exist
,1180082B-G2B-T2,PL 1 1/2 x 18 x 60'-2 13/16,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-T2 of this material does not exist
,1180082B-G2B-W1,PL 5/8 x 58 x 61'-0 7/8,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-W1 of this material does not exist
,1180082B-G2B-W2,PL 5/8 x 58 x 58'-1,HS02,PROD,261,1,EA,1000660978,076,3/13/2019,3/13/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G2B-W2 of this material does not exist
,1180082B-G2C-B1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-B1 of this material does not exist
,1180082B-G2C-B2,PL 1 x 18 x 38'-0 3/4,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-B2 of this material does not exist
,1180082B-G2C-T1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-T1 of this material does not exist
,1180082B-G2C-T2,PL 1 x 18 x 37'-10 13/16,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-T2 of this material does not exist
,1180082B-G2C-W1,PL 5/8 x 58 x 50'-1 1/8,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-W1 of this material does not exist
,1180082B-G2C-W2,PL 5/8 x 58 x 40'-0 1/16,HS02,PROD,261,1,EA,1000660979,076,3/8/2019,3/8/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G2C-W2 of this material does not exist
,1180082B-G3A-B1,PL 1 x 18 x 39'-11 13/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-B1 of this material does not exist
,1180082B-G3A-B2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-B2 of this material does not exist
,1180082B-G3A-B3,PL 1 1/2 x 18 x 60'-0 1/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-B3 of this material does not exist
,1180082B-G3A-T1,PL 1 x 18 x 40'-0 5/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-T1 of this material does not exist
,1180082B-G3A-T2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-T2 of this material does not exist
,1180082B-G3A-T3,PL 1 1/2 x 18 x 60'-1 5/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-T3 of this material does not exist
,1180082B-G3A-W1,PL 5/8 x 58 x 78'-6 5/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-W1 of this material does not exist
,1180082B-G3A-W2,PL 5/8 x 58 x 70'-1 5/16,HS02,PROD,261,1,EA,1000660980,076,3/16/2019,3/16/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G3A-W2 of this material does not exist
,1180082B-G3B-B1,PL 1 x 18 x 59'-0 9/16,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-B1 of this material does not exist
,1180082B-G3B-B2,PL 1 1/2 x 18 x 60'-0 5/16,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-B2 of this material does not exist
,1180082B-G3B-T1,PL 1 x 18 x 58'-11 1/16,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-T1 of this material does not exist
,1180082B-G3B-T2,PL 1 1/2 x 18 x 60'-2 13/16,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-T2 of this material does not exist
,1180082B-G3B-W1,PL 5/8 x 58 x 61'-0 7/8,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-W1 of this material does not exist
,1180082B-G3B-W2,PL 5/8 x 58 x 58'-1,HS02,PROD,261,1,EA,1000660981,076,3/16/2019,3/16/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G3B-W2 of this material does not exist
,1180082B-G3C-B1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-B1 of this material does not exist
,1180082B-G3C-B2,PL 1 x 18 x 38'-0 3/4,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-B2 of this material does not exist
,1180082B-G3C-T1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-T1 of this material does not exist
,1180082B-G3C-T2,PL 1 x 18 x 37'-10 13/16,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-T2 of this material does not exist
,1180082B-G3C-W1,PL 5/8 x 58 x 50'-1 1/8,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-W1 of this material does not exist
,1180082B-G3C-W2,PL 5/8 x 58 x 40'-0 1/16,HS02,PROD,261,1,EA,1000660982,076,3/6/2019,3/6/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G3C-W2 of this material does not exist
,1180082B-G4A-B1,PL 1 x 18 x 39'-11 13/16,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-B1 of this material does not exist
,1180082B-G4A-B2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-B2 of this material does not exist
,1180082B-G4A-B3,PL 1 1/2 x 18 x 60'-0 1/16,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-B3 of this material does not exist
,1180082B-G4A-T1,PL 1 x 18 x 40'-0 5/16,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-T1 of this material does not exist
,1180082B-G4A-T2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-T2 of this material does not exist
,1180082B-G4A-T3,PL 1 1/2 x 18 x 60'-1 5/16,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-T3 of this material does not exist
,1180082B-G4A-W1,PL 5/8 x 58 x 78'-6 3/8,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-W1 of this material does not exist
,1180082B-G4A-W2,PL 5/8 x 58 x 70'-1 1/4,HS02,PROD,261,1,EA,1000660983,076,3/14/2019,3/14/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G4A-W2 of this material does not exist
,1180082B-G5A-B1,PL 1 x 18 x 39'-11 13/16,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-B1 of this material does not exist
,1180082B-G5A-B2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-B2 of this material does not exist
,1180082B-G5A-B3,PL 1 1/2 x 18 x 60'-0,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-B3 of this material does not exist
,1180082B-G5A-T1,PL 1 x 18 x 40'-0 5/16,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-T1 of this material does not exist
,1180082B-G5A-T2,PL 1 x 18 x 48'-6,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-T2 of this material does not exist
,1180082B-G5A-T3,PL 1 1/2 x 18 x 60'-1 1/4,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-T3 of this material does not exist
,1180082B-G5A-W1,PL 5/8 x 58 x 78'-6 7/16,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-W1 of this material does not exist
,1180082B-G5A-W2,PL 5/8 x 58 x 70'-1 1/8,HS02,PROD,261,1,EA,1000660986,076,3/7/2019,3/7/2019,D-1180082-10783,Special stock PROD Q D-1180082-10783 1180082B-G5A-W2 of this material does not exist
,1180082B-G5B-B1,PL 1 x 18 x 59'-0 9/16,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-B1 of this material does not exist
,1180082B-G5B-B2,PL 1 1/2 x 18 x 60'-0 5/16,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-B2 of this material does not exist
,1180082B-G5B-T1,PL 1 x 18 x 58'-11 1/16,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-T1 of this material does not exist
,1180082B-G5B-T2,PL 1 1/2 x 18 x 60'-2 13/16,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-T2 of this material does not exist
,1180082B-G5B-W1,PL 5/8 x 58 x 61'-0 7/8,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-W1 of this material does not exist
,1180082B-G5B-W2,PL 5/8 x 58 x 58'-1,HS02,PROD,261,1,EA,1000660987,076,3/14/2019,3/14/2019,D-1180082-10811,Special stock PROD Q D-1180082-10811 1180082B-G5B-W2 of this material does not exist
,1180082B-G5C-B1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-B1 of this material does not exist
,1180082B-G5C-B2,PL 1 x 18 x 38'-0 3/4,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-B2 of this material does not exist
,1180082B-G5C-T1,PL 1 x 18 x 51'-11 7/8,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-T1 of this material does not exist
,1180082B-G5C-T2,PL 1 x 18 x 37'-10 13/16,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-T2 of this material does not exist
,1180082B-G5C-W1,PL 5/8 x 58 x 50'-1 1/8,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-W1 of this material does not exist
,1180082B-G5C-W2,PL 5/8 x 58 x 40'-0 1/16,HS02,PROD,261,1,EA,1000660988,076,3/7/2019,3/7/2019,D-1180082-10839,Special stock PROD Q D-1180082-10839 1180082B-G5C-W2 of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,2,EA,1000659884,076,3/12/2019,3/12/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,2,EA,1000659884,076,3/13/2019,3/13/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,2,EA,1000659883,076,3/13/2019,3/13/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,2,EA,1000659884,076,3/14/2019,3/14/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,2,EA,1000659884,076,3/15/2019,3/15/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1A,PL 3/8 x 13 x 1'-7 1/2,HS02,PROD,261,4,EA,1000659883,076,3/15/2019,3/15/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1A of this material does not exist
,1180082B-M1B,PL 3/8 x 23 x 2'-2 3/4,HS02,PROD,261,1,EA,1000659883,076,3/13/2019,3/13/2019,D-1180082-10878,Special stock PROD Q D-1180082-10878 1180082B-M1B of this material does not exist
