Processing Status,Material,Material Description,Plant,Storage Location,Movement type,Qty in unit of entry,Unit of Entry,Order,Message Number,Created On,Error date,WBS Element,Error Text
,1170155C-X302P,PL 1/2 x 8 x 6'-0,HS01,PROD,261,4,EA,1000641502,021,2/28/2019,2/28/2019,D-1170155-12066,Deficit of Project stock unr. 4 EA : 1170155C-X302P HS01 PROD Q
,1170155C-X302S,PL 3/8 x 4 x 0'-5,HS01,PROD,261,12,EA,1000641502,021,2/28/2019,2/28/2019,D-1170155-12066,Deficit of Project stock unr. 12 EA : 1170155C-X302S HS01 PROD Q
,1170155E-G1L-W1,PL 5/8 x 60 x 76'-6 13/16,HS02,PROD,261,1,EA,1000651140,076,2/27/2019,3/6/2019,D-1170155-16666,Special stock PROD Q D-1170155-16666 1170155E-G1L-W1 of this material does not exist
,1170155E-G1M-W1,PL 5/8 x 60 x 40'-11 13/16,HS02,PROD,261,1,EA,1000651201,076,3/5/2019,3/5/2019,D-1170155-16774,Special stock PROD Q D-1170155-16774 1170155E-G1M-W1 of this material does not exist
,1170155E-G2L-B1,PL 1 3/4 x 18 x 73'-6 1/2,HS02,PROD,261,1,EA,1000651207,076,2/27/2019,3/6/2019,D-1170155-16692,Special stock PROD Q D-1170155-16692 1170155E-G2L-B1 of this material does not exist
,1170155E-G2M-W1,PL 5/8 x 60 x 43'-11 13/16,HS02,PROD,261,1,EA,1000651208,076,3/5/2019,3/5/2019,D-1170155-16774,Special stock PROD Q D-1170155-16774 1170155E-G2M-W1 of this material does not exist
,1170155E-G2N-B1,PL 1 3/4 x 18 x 70'-10 5/16,HS02,PROD,261,1,EA,1000651209,076,3/13/2019,3/13/2019,D-1170155-16852,Special stock PROD Q D-1170155-16852 1170155E-G2N-B1 of this material does not exist
,1170155E-G2N-W1,PL 5/8 x 60 x 70'-10 3/8,HS02,PROD,261,1,EA,1000651209,076,3/13/2019,3/13/2019,D-1170155-16852,Special stock PROD Q D-1170155-16852 1170155E-G2N-W1 of this material does not exist
,1170155E-G2P-B1,PL 1 1/2 x 18 x 79'-11 7/8,HS02,PROD,261,1,EA,1000651211,076,3/18/2019,3/18/2019,D-1170155-17093,Special stock PROD Q D-1170155-17093 1170155E-G2P-B1 of this material does not exist
,1170155E-G2P-B2,PL 1 1/2 x 18 x 32'-10 3/8,HS02,PROD,261,1,EA,1000651211,076,3/18/2019,3/18/2019,D-1170155-17093,Special stock PROD Q D-1170155-17093 1170155E-G2P-B2 of this material does not exist
,1170155E-G2P-W1,PL 5/8 x 60 x 79'-0 1/4,HS02,PROD,261,1,EA,1000651211,076,3/18/2019,3/18/2019,D-1170155-17093,Special stock PROD Q D-1170155-17093 1170155E-G2P-W1 of this material does not exist
,1170155E-G2P-W2,PL 5/8 x 60 x 33'-11 7/16,HS02,PROD,261,1,EA,1000651211,076,3/18/2019,3/18/2019,D-1170155-17093,Special stock PROD Q D-1170155-17093 1170155E-G2P-W2 of this material does not exist
,1170155E-G3L-B1,PL 1 1/2 x 18 x 33'-6 5/8,HS02,PROD,261,1,EA,1000651214,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G3L-B1 of this material does not exist
,1170155E-G3L-B2,PL 1 1/2 x 18 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651214,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G3L-B2 of this material does not exist
,1170155E-G3L-T2,PL 1 x 16 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651214,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G3L-T2 of this material does not exist
,1170155E-G3L-W1,PL 5/8 x 60 x 32'-6 13/16,HS02,PROD,261,1,EA,1000651214,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G3L-W1 of this material does not exist
,1170155E-G3L-W2,PL 5/8 x 60 x 51'-0,HS02,PROD,261,1,EA,1000651214,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G3L-W2 of this material does not exist
,1170155E-G3M-B1,PL 1 3/4 x 18 x 48'-11 13/16,HS02,PROD,261,1,EA,1000651215,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G3M-B1 of this material does not exist
,1170155E-G3M-T1,PL 1 1/2 x 16 x 48'-11 11/16,HS02,PROD,261,1,EA,1000651215,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G3M-T1 of this material does not exist
,1170155E-G3M-W1,PL 5/8 x 60 x 48'-11 13/16,HS02,PROD,261,1,EA,1000651215,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G3M-W1 of this material does not exist
,1170155E-G3N-B1,PL 1 1/2 x 18 x 62'-10 5/16,HS02,PROD,261,1,EA,1000651216,076,3/12/2019,3/12/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G3N-B1 of this material does not exist
,1170155E-G3N-T1,PL 1 1/4 x 16 x 62'-10 1/4,HS02,PROD,261,1,EA,1000651216,076,3/12/2019,3/12/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G3N-T1 of this material does not exist
,1170155E-G3N-W1,PL 5/8 x 60 x 62'-10 5/16,HS02,PROD,261,1,EA,1000651216,076,3/12/2019,3/12/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G3N-W1 of this material does not exist
,1170155E-G4L-B1,PL 1 1/2 x 18 x 33'-11 3/4,HS02,PROD,261,1,EA,1000651221,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G4L-B1 of this material does not exist
,1170155E-G4L-B2,PL 1 1/2 x 18 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651221,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G4L-B2 of this material does not exist
,1170155E-G4L-T2,PL 1 x 16 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651221,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G4L-T2 of this material does not exist
,1170155E-G4L-W1,PL 5/8 x 60 x 32'-11 15/16,HS02,PROD,261,1,EA,1000651221,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G4L-W1 of this material does not exist
,1170155E-G4L-W2,PL 5/8 x 60 x 51'-0 1/16,HS02,PROD,261,1,EA,1000651221,076,3/6/2019,3/6/2019,D-1170155-16718,Special stock PROD Q D-1170155-16718 1170155E-G4L-W2 of this material does not exist
,1170155E-G4M-T1,PL 1 1/2 x 16 x 38'-11 11/16,HS02,PROD,261,1,EA,1000651222,076,3/1/2019,3/1/2019,D-1170155-16826,Special stock PROD Q D-1170155-16826 1170155E-G4M-T1 of this material does not exist
,1170155E-G4M-W1,PL 5/8 x 60 x 38'-11 13/16,HS02,PROD,261,1,EA,1000651222,076,3/1/2019,3/1/2019,D-1170155-16826,Special stock PROD Q D-1170155-16826 1170155E-G4M-W1 of this material does not exist
,1170155E-G4N-B1,PL 1 1/2 x 18 x 65'-4 9/16,HS02,PROD,261,1,EA,1000651223,076,3/15/2019,3/15/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G4N-B1 of this material does not exist
,1170155E-G4N-T1,PL 1 1/4 x 16 x 65'-4 11/16,HS02,PROD,261,1,EA,1000651223,076,3/15/2019,3/15/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G4N-T1 of this material does not exist
,1170155E-G4N-W1,PL 5/8 x 60 x 65'-4 11/16,HS02,PROD,261,1,EA,1000651223,076,3/15/2019,3/15/2019,D-1170155-16878,Special stock PROD Q D-1170155-16878 1170155E-G4N-W1 of this material does not exist
,1170155E-G5L-T1,PL 1 x 16 x 82'-11 15/16,HS02,PROD,261,1,EA,1000651228,076,2/27/2019,3/6/2019,D-1170155-16746,Special stock PROD Q D-1170155-16746 1170155E-G5L-T1 of this material does not exist
,1170155E-G5L-W1,PL 5/8 x 60 x 82'-11 15/16,HS02,PROD,261,1,EA,1000651228,076,2/27/2019,3/6/2019,D-1170155-16746,Special stock PROD Q D-1170155-16746 1170155E-G5L-W1 of this material does not exist
,1170155E-G5M-B1,PL 1 3/4 x 18 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651229,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G5M-B1 of this material does not exist
,1170155E-G5M-T1,PL 1 1/2 x 16 x 49'-11 11/16,HS02,PROD,261,1,EA,1000651229,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G5M-T1 of this material does not exist
,1170155E-G5M-W1,PL 5/8 x 60 x 49'-11 7/8,HS02,PROD,261,1,EA,1000651229,076,3/4/2019,3/4/2019,D-1170155-16800,Special stock PROD Q D-1170155-16800 1170155E-G5M-W1 of this material does not exist
,1170155E-G5N-B1,PL 1 3/4 x 18 x 58'-4 9/16,HS02,PROD,261,1,EA,1000651230,076,3/13/2019,3/13/2019,D-1170155-16904,Special stock PROD Q D-1170155-16904 1170155E-G5N-B1 of this material does not exist
,1170155E-G5N-T1,PL 1 1/4 x 16 x 58'-4 1/2,HS02,PROD,261,1,EA,1000651230,076,3/13/2019,3/13/2019,D-1170155-16904,Special stock PROD Q D-1170155-16904 1170155E-G5N-T1 of this material does not exist
,1170155E-G5N-W1,PL 5/8 x 60 x 58'-4 9/16,HS02,PROD,261,1,EA,1000651230,076,3/13/2019,3/13/2019,D-1170155-16904,Special stock PROD Q D-1170155-16904 1170155E-G5N-W1 of this material does not exist
,1170155E-G7G-W1,PL 5/8 x 54 x 72'-11 3/4,HS02,PROD,261,1,EA,1000645759,076,12/11/2018,3/6/2019,D-1170155-14009,Special stock PROD Q D-1170155-14009 1170155E-G7G-W1 of this material does not exist
,1170155E-G7G-W1,PL 5/8 x 54 x 72'-11 3/4,HS02,PROD,261,1,EA,1000645759,076,2/6/2019,3/6/2019,D-1170155-14009,Special stock PROD Q D-1170155-14009 1170155E-G7G-W1 of this material does not exist
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655687,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655694,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655691,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655689,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655693,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,2,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 2 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M702Y,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M702Y HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655687,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655694,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655691,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655689,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655693,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,2,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 2 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705A,PL 1/2 x 16 1/4 x 1'-2 1/4,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705A HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655687,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655694,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655691,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655689,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655693,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,2,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 2 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705H,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705H HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655687,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655694,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655691,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655689,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655693,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,2,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 2 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655701,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655687,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M705W,PL 1/2 x 7 x 1'-0 1/2,HS01,PROD,261,1,EA,1000655692,021,3/16/2019,3/16/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M705W HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655687,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655694,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655696,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655697,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
,1170155E-M708A,PL 1/2 x 16 1/4 x 3'-0,HS01,PROD,261,1,EA,1000655692,021,3/15/2019,3/15/2019,D-1170155-16159,Deficit of Project stock unr. 1 EA : 1170155E-M708A HS01 PROD Q
